10:49:02,171547,4660
10:49:02,171588,4660
10:49:02,171612,4660
10:49:02,171627,4660
10:49:02,171639,4660
10:49:02,171652,4660
10:49:02,171668,4660
10:49:02,171688,4660
10:49:02,171701,4660
10:49:02,171713,4660
10:49:02,171727,4660
10:49:02,171747,4660
10:49:02,171762,4660
10:49:02,182050,4660
10:49:02,182228,4660
10:49:02,182337,4660
10:49:02,182436,4660
10:49:02,182593,4660
10:49:02,182696,4660
10:49:02,182803,4660
10:49:02,182905,4660
10:49:02,183049,4660
10:49:02,183211,4660
10:49:02,183320,4660
10:49:02,183421,4660
10:49:02,183573,4660
10:49:02,183677,4660
10:49:02,183786,4660
10:49:02,183887,4660
10:49:02,184098,4660
10:49:02,189455,4660
10:49:02,189480,4660
10:49:02,189497,4660
10:49:02,189512,4660
10:49:02,189567,4660
10:49:02,189578,4660
10:49:02,189588,4660
10:49:02,189598,4660
10:49:02,189608,4660
10:49:02,189640,4660
10:49:02,189650,4660
10:49:02,189661,4660
10:49:02,189671,4660
10:49:02,189680,4660
10:49:02,189690,4660
10:49:02,189700,4660
10:49:02,189719,4660
10:49:02,190987,4660
10:49:02,191123,4660
10:49:02,191311,4660
10:49:02,191340,4660
10:49:02,198325,4660
10:49:02,198348,4660
10:49:02,198367,4660
10:49:02,198387,4660
10:49:02,198404,4660
10:49:02,198420,4660
10:49:02,198437,4660
10:49:02,198452,4660
10:49:02,198466,4660
10:49:02,198480,4660
10:49:02,198497,4660
10:49:02,198512,4660
10:49:02,198529,4660
10:49:02,198543,4660
10:49:02,198558,4660
10:49:02,198587,4660
10:49:02,198603,4660
10:49:02,203316,4660
10:49:02,203341,4660
10:49:02,203359,4660
10:49:02,203375,4660
10:49:02,203390,4660
10:49:02,203405,4660
10:49:02,203421,4660
10:49:02,203438,4660
10:49:02,203454,4660
10:49:02,203471,4660
10:49:02,203487,4660
10:49:02,203503,4660
10:49:02,203518,4660
10:49:02,203532,4660
10:49:02,203545,4660
10:49:02,203575,4660
10:49:02,209356,4660
10:49:02,209371,4660
10:49:02,209383,4660
10:49:02,209394,4660
10:49:02,209404,4660
10:49:02,209414,4660
10:49:02,209423,4660
10:49:02,209435,4660
10:49:02,209447,4660
10:49:02,209463,4660
10:49:02,209478,4660
10:49:02,209494,4660
10:49:02,209561,4660
10:49:02,212178,4660
10:49:02,212197,4660
10:49:02,212215,4660
10:49:02,212230,4660
10:49:02,212247,4660
10:49:02,212262,4660
10:49:02,212277,4660
10:49:02,212292,4660
10:49:02,212325,4660
10:49:02,214004,4660
10:49:02,214023,4660
10:49:02,214039,4660
10:49:02,214055,4660
10:49:02,214086,4660
10:49:02,215595,4660
10:49:02,215712,4660
10:49:02,215834,4660
10:49:02,215945,4660
10:49:02,217185,4660
10:49:02,217204,4660
10:49:02,217237,4660
10:49:02,218450,4660
10:49:02,218471,4660
10:49:02,218503,4660
10:49:02,219642,4660
10:49:02,219661,4660
10:49:02,219677,4660
10:49:02,220563,4660
10:49:02,220582,4660
10:49:02,221406,4660
10:49:02,221440,4660
10:49:02,222384,4660
10:49:02,222409,4660
10:49:02,223494,4660
10:49:02,223523,4660
10:49:02,224594,4660
10:49:02,224608,4660
10:49:02,225421,4660
